,Company,Product,Inches,Cpu,Ram,Weight,Price_euros
778,Razer,Blade Pro,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,1.95kg,2899.0
779,Asus,Vivobook Max,15.6,Intel Pentium Dual Core N4200 1.1GHz,8GB,2kg,581.9
780,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,4.42kg,3588.8
781,Asus,Rog G752VS-BA171T,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.3kg,2350.0
782,Toshiba,Tecra Z40-C-161,14.0,Intel Core i7 6600U 2.6GHz,16GB,1.47kg,1764.0
783,Lenovo,IdeaPad 110-15IBR,15.6,Intel Celeron Quad Core N3710 1.6GHz,8GB,2.2kg,329.0
784,Lenovo,ThinkPad T470s,14.0,Intel Core i7 7500U 2.7GHz,16GB,1.7kg,2299.0
785,MSI,GS43VR 7RE,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,1.6kg,1891.0
786,MSI,GL62M ,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.2kg,1089.0
787,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,4GB,2.4kg,999.0
788,Acer,Predator G9-793,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.2kg,2299.0
789,Dell,Inspiron 7567,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.62kg,985.0
790,Asus,FX502VM-DM560T ,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.24kg,1339.0
791,Vero,K146 ,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.22kg,202.9
792,Lenovo,ThinkPad Yoga,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.37kg,1970.0
793,Lenovo,Yoga 510-15IKB,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.08kg,959.0
794,Apple,"MacBook 12""",12.0,Intel Core M 1.2GHz,8GB,0.920kg,1165.0
795,Lenovo,ThinkPad X1,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.42kg,2330.0
796,Asus,R417NA-RS01 ,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.63kg,299.0
797,Dell,Latitude 3580,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.95kg,810.0
798,Lenovo,Yoga 910-13IKB,13.9,Intel Core i7 7500U 2.7GHz,8GB,1.38kg,1349.0
799,Dell,Vostro 5568,15.6,Intel Core i3 6006U 2GHz,8GB,2kg,739.0
800,HP,ZBook 17,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,3.14kg,2064.9
801,Asus,Pro P2540UA-XS51,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.37kg,1099.0
802,Dell,XPS 13,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.29kg,1499.0
803,Dell,XPS 15,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.06kg,1749.0
804,Dell,Latitude 3180,11.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,1.63kg,744.0
805,HP,EliteBook 820,12.5,Intel Core i5 7300U 2.6GHz,8GB,1.26kg,1389.0
806,Toshiba,Satellite Pro,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,780.0
807,HP,15-ba043na ,15.6,AMD A12-Series 9700P 2.5GHz,8GB,2.04kg,629.0
808,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.62kg,1679.0
809,Lenovo,IdeaPad 310-15IKB,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.4kg,609.0
810,HP,Omen 17-an012dx,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,3.74kg,1749.0
811,MSI,GE72MVR 7RG,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.9kg,2415.0
812,Samsung,Notebook 9,13.3,Intel Core i5 7200U 2.5GHz,8GB,0.81kg,1499.0
813,Dell,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.98kg,961.0
814,Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.18kg,789.81
815,Lenovo,Thinkpad T470s,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.32kg,1859.0
816,Razer,Blade Stealth,12.5,Intel Core i7 7500U 2.5GHz,16GB,1.29kg,1799.0
817,HP,Chromebook 11,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.23kg,385.0
818,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.36kg,2505.02
819,Dell,Latitude 3480,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.76kg,755.0
820,Lenovo,V110-15ISK ,15.6,Intel Core i3 6006U 2GHz,4GB,2.1kg,489.9
821,Toshiba,Tecra X40-D-10Z,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.25kg,1090.0
822,Lenovo,Thinkpad X1,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.13kg,2499.0
823,MSI,GL62M 7RD,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,1199.0
824,Lenovo,ThinkPad X1,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.13kg,1875.0
825,Toshiba,Satellite Pro,14.0,Intel Pentium Dual Core 4405U 2.1GHz,4GB,1.75kg,499.0
826,Asus,ZenBook Flip,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.1kg,1358.0
827,Dell,Latitude 3480,14.0,Intel Core i3 6006U 2GHz,4GB,1.76kg,585.0
828,Acer,Chromebook 11,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.35kg,355.0
829,Acer,Swift 3,14.0,Intel Core i3 7100U 2.4GHz,8GB,1.5kg,619.0
830,Razer,Blade Pro,17.3,Intel Core i7 7820HK 2.9GHz,32GB,3.49kg,5499.0
831,Lenovo,Thinkpad X1,14.0,Intel Core i7 6600U 2.6GHz,16GB,1.1kg,2099.0
832,Asus,VivoBook Max,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.1kg,519.0
833,Lenovo,Thinkpad T460,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.7kg,1186.0
834,Lenovo,ThinkPad T470s,14.0,Intel Core i5 7300U 2.6GHz,8GB,1.32kg,1650.0
835,Dell,Alienware 15,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,3.21kg,2774.63
836,Asus,Rog GL702VS-BA023T,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.9kg,2419.0
837,Toshiba,Satellite Pro,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.0kg,669.0
838,Lenovo,N42-20 Chromebook,14.0,Intel Celeron Quad Core N3160 1.6GHz,4GB,1.5kg,325.0
839,Asus,R558UA-DM966T ,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.3kg,590.0
840,Asus,Rog GL702VM-GC017T,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,2.73kg,1799.0
841,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,4.42kg,3072.89
842,HP,ProBook 470,17.3,Intel Core i5 7200U 2.5GHz,8GB,2.63kg,910.0
843,Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.18kg,713.99
844,HP,EliteBook 840,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.54kg,1870.0
845,Dell,Vostro 3568,15.6,Intel Core i7 7500U 2.7GHz,4GB,2.18kg,739.0
846,HP,Chromebook X360,11.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.4kg,615.0
847,Asus,ZenBook UX310UQ-GL026T,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.45kg,1026.0
848,HP,EliteBook x360,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.28kg,2277.0
849,HP,EliteBook 840,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.54kg,1468.0
850,HP,250 G6,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.86kg,299.0
851,Asus,Rog GL502VM-DS74,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.1kg,1899.0
852,Dell,Inspiron 5767,17.3,Intel Core i7 7500U 2.7GHz,8GB,2.83kg,865.0
853,Lenovo,ThinkPad T470p,14.0,Intel Core i7 7700HQ 2.8GHz,8GB,1.96kg,1903.0
854,Asus,K556UR-DM621T ,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,787.0
855,Dell,Latitude 5580,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.9kg,945.0
856,Asus,X541NA ,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,2kg,449.0
857,HP,EliteBook x360,13.3,Intel Core i7 7600U 2.8GHz,8GB,1.28kg,2559.0
858,Dell,Inspiron 5368,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.62kg,649.0
859,Lenovo,IdeaPad 110-15ISK,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.2kg,469.0
860,Lenovo,ThinkPad E570,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.3kg,850.66
861,HP,EliteBook 850,15.6,Intel Core i5 7300U 2.6GHz,8GB,1.84kg,1349.0
862,Toshiba,Portege X30-D-10X,13.3,Intel Core i5 7200U 2.5GHz,4GB,1.05kg,1285.0
863,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.5kg,1017.0
864,Dell,XPS 13,13.3,Intel Core i7 7660U 2.5GHz,16GB,1.29kg,2240.0
865,HP,Probook 450,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.07kg,910.0
866,Toshiba,Portégé Z30-C-188,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.2kg,1095.0
867,Lenovo,ThinkPad Yoga,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.37kg,1950.0
868,Acer,TMX349-G2-M-50FS ,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.56kg,902.0
869,Dell,Precision 3520,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.23kg,1778.0
870,Lenovo,ThinkPad L570,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.38kg,1055.0
871,Lenovo,IdeaPad 110-15ISK,15.6,Intel Core i3 6006U 2GHz,4GB,2.2kg,479.0
872,Toshiba,Tecra A50-D-11D,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.0kg,1388.0
873,Lenovo,Thinkpad 13,13.3,Intel Core i3 7100U 2.4GHz,4GB,1.44kg,735.0
874,Samsung,Notebook 9,15.0,Intel Core i7 7500U 2.7GHz,16GB,1.23kg,1849.0
875,Dell,Latitude 7280,12.5,Intel Core i7 7600U 2.8GHz,8GB,1.6kg,1690.0
876,Asus,X541NA-GO121 ,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,2kg,398.99
877,Xiaomi,Mi Notebook,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.28kg,935.0
878,Dell,Vostro 5568,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.18kg,912.5
879,HP,ProBook 450,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.04kg,839.0
880,HP,EliteBook x360,13.3,Intel Core i5 7200U 2.5GHz,4GB,1.28kg,1700.0
881,HP,Pavilion x360,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.3kg,684.8
882,Asus,VivoBook L402NA,14.1,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.65kg,348.0
883,Lenovo,IdeaPad 510-15ISK,15.6,Intel Core i7 6500U 2.5GHz,8GB,2.2kg,669.0
884,Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,2.2kg,369.0
885,HP,EliteBook x360,13.3,Intel Core i5 7200U 2.5GHz,4GB,1.28kg,1799.0
886,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.18kg,455.7
887,Asus,Rog GL753VD-GC082T,17.3,Intel Core i5 7300HQ 2.5GHz,12GB,2.2kg,1369.9
888,Acer,Chromebook C731-C78G,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.25kg,297.0
889,Lenovo,IdeaPad 110-17ACL,17.3,AMD A4-Series 7210 2.2GHz,4GB,2.8kg,379.0
890,HP,Probook 640,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.95kg,1265.0
891,HP,Envy x360,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.42kg,1399.0
892,Samsung,Notebook 9,15.0,Intel Core i7 7500U 2.7GHz,8GB,1.17kg,1699.0
893,Lenovo,ThinkPad T470s,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.32kg,1799.0
894,MSI,GS73VR Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,2.43kg,2649.0
895,Toshiba,Portege X30-D-10V,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.05kg,1475.0
896,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,929.0
897,HP,ProBook 450,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.04kg,900.0
898,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.18kg,614.0
899,Dell,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,8GB,1.9kg,935.0
900,Dell,XPS 13,13.3,Intel Core i7 7Y75 1.3GHz,8GB,1.24kg,2013.1
901,Asus,G701VO-IH74K ,17.3,Intel Core i7 6820HK 2.7GHz,32GB,3.58kg,1279.0
902,Dell,XPS 13,13.3,Intel Core i7 7Y75 1.3GHz,16GB,1.22kg,1649.0
903,Lenovo,ThinkPad X1,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.13kg,2049.0
904,Lenovo,ThinkPad T570,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.95kg,1962.99
905,LG,Gram 15Z970,15.6,Intel Core i7 7500U 2.7GHz,16GB,1.08kg,2099.0
906,HP,Elitebook 820,12.5,Intel Core i7 7500U 2.7GHz,8GB,1.26kg,1483.0
907,Acer,Chromebook CB5-571-C1DZ,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4GB,2.20kg,359.0
908,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i5 6300HQ 2.3GHz,8GB,2.6kg,789.0
909,LG,Gram 14Z970,14.0,Intel Core i7 7500U 2.7GHz,8GB,0.98kg,1899.0
910,Dell,Latitude 5480,14.0,Intel Core i5 7440HQ 2.8GHz,8GB,1.6kg,1205.0
911,HP,Elitebook Folio,12.5,Intel Core M 6Y75 1.2GHz,8GB,1.09kg,3100.0
912,Lenovo,IdeaPad 510-15IKB,15.6,Intel Core i7 7500U 2.7GHz,6GB,2.2kg,789.0
913,HP,ProBook 450,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.04kg,1018.99
914,Acer,Aspire E5-575,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.4kg,499.0
915,Lenovo,ThinkPad 13,13.3,Intel Core i5 7200U 2.5GHz,4GB,1.44kg,881.0
916,HP,Probook 430,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.49kg,960.0
917,MSI,GE72VR 6RF,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.7kg,1599.0
918,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.6kg,1349.0
919,MSI,GL62M 7RD,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.2kg,1119.91
920,Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.18kg,684.99
921,HP,EliteBook 850,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.84kg,1296.99
922,HP,Envy 13-AB077cl,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.39kg,1149.0
923,Toshiba,Tecra Z50-C-140,15.6,Intel Core i7 6600U 2.6GHz,16GB,2.4kg,1975.0
924,Lenovo,ThinkPad Yoga,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.37kg,1825.0
925,Dell,Latitude 3580,15.6,Intel Core i5 6200U 2.3GHz,4GB,1.95kg,729.9
926,Lenovo,Thinkpad X270,12.5,Intel Core i7 7500U 2.7GHz,8GB,1.36kg,1650.0
927,HP,Probook 650,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.31kg,1165.0
928,Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.18kg,708.06
929,HP,ProBook 640,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.95kg,1149.0
930,Lenovo,IdeaPad 320-15IAP,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,2.2kg,309.0
931,HP,EliteBook 820,12.5,Intel Core i5 6200U 2.3GHz,4GB,1.26kg,1579.0
932,HP,250 G6,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.86kg,288.9
933,Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6560U 2.2GHz,16GB,1.3kg,1799.0
934,Toshiba,Tecra Z40-C-12X,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.47kg,1105.0
935,HP,EliteBook 820,12.5,Intel Core i5 6200U 2.3GHz,8GB,1.26kg,1669.0
936,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.18kg,558.6
937,MSI,GP62M Leopard,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.2kg,1199.0
938,Dell,Latitude 7480,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.36kg,1639.0
939,Dell,Alienware 17,17.3,Intel Core i7 6820HK 2.7GHz,16GB,4.36kg,2758.0
940,HP,Omen 17-W006na,17.3,Intel Core i5 6300HQ 2.3GHz,8GB,2.75kg,1399.0
941,Asus,X751SV-TY001T ,17.3,Intel Pentium Quad Core N3710 1.6GHz,4GB,2.8kg,530.0
942,Acer,TravelMate P259-G2,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.23kg,619.0
943,Toshiba,Tecra A50-C-1ZV,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.2kg,1119.0
944,Lenovo,Yoga 700-11ISK,11.3,Intel Core M m7-6Y75 1.2GHz,8GB,1.1kg,1299.0
945,Lenovo,IdeaPad Y700-15ACZ,15.6,AMD FX 8800P 2.1GHz,16GB,2.5kg,999.0
946,Dell,Latitude 7280,12.5,Intel Core i5 7200U 2.5GHz,8GB,1.36kg,1472.2
947,Lenovo,IdeaPad 310-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,685.0
948,Dell,Insprion 5767,17.3,Intel Core i3 6006U 2.0GHz,4GB,2.36kg,659.0
949,Acer,Chromebook 14,14.0,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.68kg,349.0
950,HP,ZBook Studio,15.6,Intel Core i7 6820HQ 2.7GHz,8GB,2.0kg,2249.0
951,Dell,Latitude 7480,14.0,Intel Core i7 7600U 2.8GHz,8GB,1.36kg,1775.0
952,Toshiba,Portege Z30-C-1CW,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.2kg,1460.0
953,Asus,Chromebook Flip,12.5,Intel Core M M7-6Y75 1.2GHz,8GB,1.2kg,1159.0
954,Lenovo,Thinkpad T460,14.0,Intel Core i7 6600U 2.6GHz,8GB,1.7kg,1488.99
955,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.36kg,3154.0
956,Dell,XPS 13,13.3,Intel Core i5 7Y54 1.2GHz,8GB,1.24kg,1899.0
957,HP,ProBook x360,11.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,1.45kg,775.0
958,Dell,XPS 13,13.3,Intel Core i7 6500U 2.5GHz,8GB,1.3kg,1268.0
959,Acer,Chromebook C738T-C2EJ,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.25kg,389.0
960,Toshiba,Portege Z30-C-16Z,13.3,Intel Core i5 6300U 2.4GHz,8GB,1.2kg,1535.0
961,Lenovo,ThinkPad X270,12.5,Intel Core i5 7300U 2.6GHz,8GB,1.36kg,1760.0
962,Acer,Aspire F5-573G-510L,15.6,Intel Core i5 7200U 2.5GHz,12GB,2.4kg,1009.0
963,Toshiba,Portege X20W-D-10V,12.5,Intel Core i7 7500U 2.7GHz,8GB,1.1kg,1790.0
964,HP,ProBook 450,15.6,Intel Core i5 7200U 2.50GHz,8GB,2.04kg,846.5
965,Dell,Inspiron 3567,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.25kg,465.62
966,Dell,Latitude 5580,15.6,Intel Core i5 7200U 2.5GHz,4GB,1.9kg,825.0
967,HP,ProBook 450,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.04kg,685.0
968,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,4.42kg,3149.0
969,Lenovo,IdeaPad 310-15IKB,15.6,Intel Core i5 7200U 2.5GHz,6GB,2.4kg,695.0
970,Dell,XPS 13,13.3,Intel Core i7 7Y75 1.3GHz,16GB,1.22kg,1899.0
971,Dell,Latitude E7470,14.0,Intel Core i7 6600U 2.6GHz,8GB,1.5kg,1962.98
972,Dell,Alienware 17,17.3,Intel Core i7 6700HQ 2.6GHz,32GB,4.42kg,2800.0
973,Toshiba,Tecra A40-C-1DF,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.95kg,1180.0
974,Asus,Rog Strix,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.73kg,2049.9
975,HP,Probook 450,15.6,Intel Core i5 7200U 2.70GHz,8GB,2.04kg,979.0
976,Lenovo,ThinkPad T460,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.70kg,1002.0
977,Asus,Q534UX-BHI7T19 ,15.6,Intel Core i7 7500U 2.7GHz,16GB,2.3kg,1799.0
978,HP,15-bs053od ,15.6,Intel Core i7 7500U 2.7GHz,6GB,2.04kg,579.0
979,Asus,Rog GL753VE-DS74,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.99kg,1749.0
980,Dell,Inspiron 7579,15.6,Intel Core i7 7500U 2.7GHz,12GB,2.19kg,1299.0
981,Toshiba,Portege Z30-C-1CV,13.3,Intel Core i5 6200U 2.3GHz,4GB,1.2kg,1195.0
982,Lenovo,IdeaPad 320-15ABR,15.6,AMD A12-Series 9720P 3.6GHz,6GB,2.2kg,549.0
983,Fujitsu,LifeBook A556,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.3kg,649.0
984,Toshiba,Tecra A40-C-1KF,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.75kg,915.0
985,Dell,Inspiron 3567,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.25kg,599.0
986,HP,Probook 450,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.04kg,806.0
987,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.5kg,1189.0
988,Dell,Inspiron 5567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.36kg,749.0
989,Dell,Latitude 5480,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.6kg,1119.0
990,HP,EliteBook Folio,12.5,Intel Core M 6Y75 1.2GHz,8GB,0.97kg,1908.0
991,HP,15-bs005nv ,15.6,Intel Core i3 6006U 2GHz,4GB,2.1kg,499.0
992,Lenovo,V110-15IAP ,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.9kg,270.62
993,Lenovo,ThinkPad T560,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.3kg,1349.0
994,Dell,Inspiron 5378,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.68kg,889.0
995,Asus,ZenBook UX310UA-FB485T,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.4kg,1150.0
996,HP,Spectre 13-V111dx,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.11kg,1349.0
997,Acer,Aspire ES1-533,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,2.4kg,380.0
998,Asus,Rog GL553VE-DS74,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.5kg,1799.0
999,HP,EliteBook 840,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.48kg,2089.0
1000,Acer,Nitro 5,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.7kg,1260.0
1001,HP,ENVY -,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.34kg,1189.0
1002,Dell,Vostro 3568,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.18kg,547.0
1003,HP,Probook 440,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.64kg,779.0
1004,Toshiba,Portege Z30-C-16H,13.3,Intel Core i5 6200U 2.3GHz,4GB,1.2kg,1195.0
1005,HP,EliteBook 840,14.0,Intel Core i5 6300U 2.4GHz,4GB,1.48kg,1099.99
1006,HP,ProBook 640,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.95kg,1205.0
1007,HP,EliteBook 1040,14.0,Intel Core i7 6600U 2.6GHz,8GB,1.43kg,1449.0
1008,HP,ProBook 440,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.64kg,1049.26
1009,HP,Probook 440,14.0,Intel Core i3 7100U 2.4GHz,4GB,1.64kg,684.0
1010,Dell,Inspiron 7567,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.65kg,949.0
1011,HP,EliteBook 820,12.5,Intel Core i5 7200U 2.5GHz,4GB,1.26kg,1539.0
1012,HP,Elitebook 840,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.48kg,1590.0
1013,HP,EliteBook 840,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.54kg,1887.21
1014,HP,Probook 430,13.3,Intel Core i3 7100U 2.4GHz,4GB,1.49kg,800.0
1015,Toshiba,Portege A30-C-1CZ,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.5kg,1210.0
1016,HP,ProBook 450,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.04kg,769.99
1017,Lenovo,ThinkPad P70,17.3,Intel Core i7 6820HQ 2.7GHz,16GB,2.4kg,2968.0
1018,Toshiba,Tecra Z40-C-12Z,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.47kg,1490.0
1019,HP,EliteBook 1040,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.43kg,2229.0
1020,Dell,Inspiron 5568,15.6,Intel Core i3 6100U 2.3GHz,4GB,2.08kg,795.99
1021,Toshiba,Portégé Z30-C-16K,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.2kg,1590.0
1022,HP,Spectre 13-V100nv,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.11kg,1149.0
1023,HP,ProBook 440,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.64kg,1185.43
1024,Dell,Latitude E5570,15.6,Intel Core i5 6300U 2.4GHz,8GB,2.09kg,1046.44
1025,HP,Elitebook 820,12.5,Intel Core i5 7200U 2.5GHz,4GB,1.26kg,1559.0
1026,HP,ProBook 650,14.0,Intel Core i5 7200U 2.5GHz,4GB,2.31kg,1189.0
1027,HP,ProBook 640,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.95kg,1060.0
1028,Dell,XPS 13,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.29kg,1624.0
1029,HP,Probook 470,17.3,Intel Core i5 7200U 2.5GHz,8GB,2.63kg,1080.0
1030,HP,ProBook 440,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.64kg,973.0
1031,Acer,Aspire 3,15.6,AMD A9-Series 9420 3GHz,6GB,2.1kg,409.0
1032,MSI,GL72M 7RDX,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,2.7kg,1191.8
1033,HP,Probook 640,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.95kg,1195.0
1034,HP,EliteBook 850,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.84kg,1228.99
1035,HP,EliteBook 820,12.5,Intel Core i7 6500U 2.5GHz,8GB,1.26kg,1349.0
